# Industry: Warehouse clubs, supercenters, and other general merchandise retailers
# Series ID: CES4245520001
# Parent series: General merchandise retailers (CES4245500001)
# Generated: 2026-03-06
# Denominator options:
#   opt1: Level 4 parent (default) = General merchandise retailers
#   opt2: Level 3 parent = Retail trade
#   opt3: Level 2 parent = Trade, transportation, and utilities
#   opt4: Goods/Service-providing total = Service-providing
#   opt5: Total private / Total government = Total private
date,employment_level,log_level,trend_log_level,predicted_level,resid_log_level,share_opt1,denom_employment_opt1,log_share_opt1,trend_log_share_opt1,predicted_share_opt1,resid_log_share_opt1,trend_raw_share_opt1,resid_raw_pct_dev_opt1,hp_cf_log_share_opt1,predicted_share_hp_opt1,resid_log_share_hp_opt1,share_opt2,denom_employment_opt2,log_share_opt2,trend_log_share_opt2,predicted_share_opt2,resid_log_share_opt2,trend_raw_share_opt2,resid_raw_pct_dev_opt2,hp_cf_log_share_opt2,predicted_share_hp_opt2,resid_log_share_hp_opt2,share_opt3,denom_employment_opt3,log_share_opt3,trend_log_share_opt3,predicted_share_opt3,resid_log_share_opt3,trend_raw_share_opt3,resid_raw_pct_dev_opt3,hp_cf_log_share_opt3,predicted_share_hp_opt3,resid_log_share_hp_opt3,share_opt4,denom_employment_opt4,log_share_opt4,trend_log_share_opt4,predicted_share_opt4,resid_log_share_opt4,trend_raw_share_opt4,resid_raw_pct_dev_opt4,hp_cf_log_share_opt4,predicted_share_hp_opt4,resid_log_share_hp_opt4,share_opt5,denom_employment_opt5,log_share_opt5,trend_log_share_opt5,predicted_share_opt5,resid_log_share_opt5,trend_raw_share_opt5,resid_raw_pct_dev_opt5,hp_cf_log_share_opt5,predicted_share_hp_opt5,resid_log_share_hp_opt5
2000-01,1127.5,7.027758071376834,,,,0.39405165484220456,2861.3,-0.9312732746171194,,,,,,,,,0.07434784902276263,15165.2,-2.5990005369213303,,,,,,,,,0.04329378335829206,26043.0,-3.1397462256830844,,,,,,,,,0.010598597507097065,106382.0,-4.547033597269162,,,,,,,,,0.010209163346613545,110440.0,-4.584469594667257,,,,,,,,
2000-02,1122.5,7.02331361961641,,,,0.3943854964514089,2846.2,-0.9304264306331501,,,,,,,,,0.07397473326259876,15174.1,-2.604031686480009,,,,,,,,,0.043072023329879895,26061.0,-3.144881603311621,,,,,,,,,0.010538718642030945,106512.0,-4.552699314224076,,,,,,,,,0.010156440857393617,110521.0,-4.5896472075160935,,,,,,,,
2000-03,1121.8,7.0226898170742365,,,,0.3938766195007198,2848.1,-0.9317175672007559,,,,,,,,,0.0737638085218306,15208.0,-2.6068870670940285,,,,,,,,,0.04295122137989126,26118.0,-3.147690193706116,,,,,,,,,0.010494115886171865,106898.0,-4.556940570689982,,,,,,,,,0.01011806513876487,110871.0,-4.593432825223957,,,,,,,,
2000-04,1128.7,7.028821806961581,,,,0.39137972883941885,2883.9,-0.9380770167782995,,,,,,,,,0.0738586170567796,15281.9,-2.6056025935784017,,,,,,,,,0.043106477238007944,26184.0,-3.144082009219436,,,,,,,,,0.010529409020943141,107195.0,-4.553583077778451,,,,,,,,,0.010160962172089089,111082.0,-4.589202139338478,,,,,,,,
2000-05,1121.4,7.022333183689573,,,,0.3939298134682264,2846.7,-0.9315825239582503,,,,,,,,,0.07361649051401563,15233.0,-2.6088862224471288,,,,,,,,,0.04293590627153687,26118.0,-3.14804682709078,,,,,,,,,0.010435607999329978,107459.0,-4.562531474761741,,,,,,,,,0.010106526793922025,110958.0,-4.594573846623359,,,,,,,,
2000-06,1121.2,7.022154819290633,,,,0.39322414337319817,2851.3,-0.9333754903225551,,,,,,,,,0.07355410937335992,15243.2,-2.609733961661882,,,,,,,,,0.04289211935730681,26140.0,-3.14906716788758,,,,,,,,,0.010440159042023224,107393.0,-4.562095462733408,,,,,,,,,0.010084910412319206,111176.0,-4.5967149908757845,,,,,,,,
2000-07,1120.4,7.021441043385954,,,,0.39247556660945115,2854.7,-0.9352809943738852,,,,,,,,,0.07343418189444983,15257.2,-2.611365758378303,,,,,,,,,0.042845124282982795,26150.0,-3.1501634261071154,,,,,,,,,0.010421259219986793,107511.0,-4.563907403510391,,,,,,,,,0.010060972872010849,111361.0,-4.599091412027032,,,,,,,,
2000-08,1124.9,7.02544942179878,,,,0.39148743648639245,2873.4,-0.9378018547778384,,,,,,,,,0.07362055537739616,15279.7,-2.608831007221138,,,,,,,,,0.04296955575079262,26179.0,-3.1472634198385623,,,,,,,,,0.010459223996057684,107551.0,-4.5602710108548,,,,,,,,,0.010098117543560419,111397.0,-4.595406254331875,,,,,,,,
2000-09,1126.8,7.027137036002218,,,,0.3908157602663707,2883.2,-0.9395190314118012,,,,,,,,,0.07363069644654129,15303.4,-2.608693268912831,,,,,,,,,0.0430487106017192,26175.0,-3.14542299973652,,,,,,,,,0.010462784133115436,107696.0,-4.5599306862482765,,,,,,,,,0.010096593251017007,111602.0,-4.5955572139135015,,,,,,,,
2000-10,1132.5,7.032182857357189,,,,0.3919905853033817,2889.1,-0.9365174565632992,,,,,,,,,0.07397947518666345,15308.3,-2.6039675865924017,,,,,,,,,0.04323674264116367,26193.0,-3.1410646211217284,,,,,,,,,0.010513953617914107,107714.0,-4.555051988054179,,,,,,,,,0.010147031153401608,111609.0,-4.590574113481803,,,,,,,,
